Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1652865328,2000,,Aggregated,84.000000,84.000000,4400,5700,6500,6600,7600,7800,8500,8600,18000,18000,18000,843,843,4400.0,4339.907383325279,414.4022585824132,17529.450620990247,91.0
1652865329,2000,,Aggregated,84.000000,84.000000,4400,5700,6500,6600,7600,7800,8500,8600,18000,18000,18000,843,843,4400.0,4339.907383325279,414.4022585824132,17529.450620990247,91.0
1652865330,2000,,Aggregated,84.000000,84.000000,4400,5700,6500,6600,7600,7800,8500,8600,18000,18000,18000,843,843,4400.0,4339.907383325279,414.4022585824132,17529.450620990247,91.0
1652865331,2000,,Aggregated,84.000000,84.000000,4400,5700,6500,6600,7600,7800,8500,8600,18000,18000,18000,843,843,4400.0,4339.907383325279,414.4022585824132,17529.450620990247,91.0
1652865332,2000,,Aggregated,84.000000,84.000000,4400,5700,6500,6600,7600,7800,8500,8600,18000,18000,18000,843,843,4400.0,4339.907383325279,414.4022585824132,17529.450620990247,91.0
1652865333,2000,,Aggregated,84.000000,84.000000,4400,5700,6500,6600,7600,7800,8500,8600,18000,18000,18000,843,843,4400.0,4339.907383325279,414.4022585824132,17529.450620990247,91.0
1652865334,2000,,Aggregated,84.000000,84.000000,4400,5700,6500,6600,7600,7800,8500,8600,18000,18000,18000,843,843,4400.0,4339.907383325279,414.4022585824132,17529.450620990247,91.0
1652865335,2000,,Aggregated,0.300000,0.300000,4400,5800,6500,6700,7600,7900,8600,9400,18000,18000,18000,846,846,4400.0,4381.9406290795105,414.4022585824132,17529.450620990247,90.677304964539
1652865336,2000,,Aggregated,0.300000,0.300000,4500,5800,6500,6700,7600,8400,8600,14000,18000,18000,18000,850,850,4400.0,4433.644358973183,414.4022585824132,17529.450620990247,90.25058823529412
1652865337,2000,,Aggregated,0.400000,0.400000,4500,5800,6500,6700,7600,8500,9400,16000,18000,18000,18000,856,856,4500.0,4524.684578903285,414.4022585824132,17983.273566234857,89.61799065420561
1652865338,2000,,Aggregated,0.800000,0.800000,4500,6200,6500,6700,7600,8500,14000,17000,18000,18000,18000,865,865,4500.0,4626.458800706819,414.4022585824132,17983.273566234857,88.68554913294798
1652865339,2000,,Aggregated,1.100000,1.100000,4500,6300,6600,6800,7700,8500,15000,17000,18000,18000,18000,872,872,4500.0,4710.3511993949505,414.4022585824132,17983.273566234857,87.97362385321101
1652865340,2000,,Aggregated,1.700000,1.700000,4600,6300,6600,6800,7700,8600,15000,17000,18000,18000,18000,875,875,4600.0,4745.088259783706,414.4022585824132,17983.273566234857,87.672
1652865341,2000,,Aggregated,2.400000,2.400000,4600,6300,6600,6900,7700,9400,15000,17000,18000,18000,18000,881,881,4600.0,4816.1007795830665,414.4022585824132,17983.273566234857,87.07491486946651
1652865342,2000,,Aggregated,3.100000,3.100000,4800,6300,6700,7300,8500,14000,16000,18000,23000,23000,23000,903,903,4800.0,5071.7594340822125,414.4022585824132,22845.065491274,84.95348837209302
1652865343,2000,,Aggregated,3.300000,3.300000,4900,6300,6700,7400,8500,14000,16000,18000,23000,23000,23000,911,911,4900.0,5149.128724631274,414.4022585824132,22845.065491274,84.20746432491767
1652865344,2000,,Aggregated,3.300000,3.300000,5200,6400,6700,7400,8500,14000,16000,18000,23000,23000,23000,919,919,5200.0,5220.230647105869,414.4022585824132,22845.065491274,83.47442872687704
1652865345,2000,,Aggregated,6.200000,6.200000,5200,6400,6700,7400,8500,14000,16000,18000,26000,26000,26000,921,921,5200.0,5251.65570782544,414.4022585824132,26383.64761415869,83.29315960912052
1652865346,2000,,Aggregated,6.200000,6.200000,5200,6400,6700,7400,8500,14000,16000,18000,26000,26000,26000,921,921,5200.0,5251.65570782544,414.4022585824132,26383.64761415869,83.29315960912052
1652865347,2000,,Aggregated,6.200000,6.200000,5200,6400,6700,7400,8500,14000,16000,18000,26000,26000,26000,921,921,5200.0,5251.65570782544,414.4022585824132,26383.64761415869,83.29315960912052
1652865348,2000,,Aggregated,7.600000,7.600000,5200,6400,6700,7400,8600,14000,16000,18000,27000,27000,27000,922,922,5200.0,5275.783785150655,414.4022585824132,27497.74300167337,83.20281995661605
1652865349,2000,,Aggregated,7.300000,7.300000,5200,6400,6700,7500,8600,14000,16000,18000,42000,42000,42000,923,922,5200.0,5315.789097644599,414.4022585824132,42200.68721706048,88.72806067172264
1652865350,2000,,Aggregated,6.200000,6.200000,5200,6400,6700,7500,8600,14000,16000,18000,42000,42000,42000,924,923,5200.0,5322.055354287538,414.4022585824132,42200.68721706048,88.63203463203463
1652865351,2000,,Aggregated,6.200000,6.200000,5200,6400,6700,7500,8600,14000,16000,18000,42000,42000,42000,924,923,5200.0,5322.055354287538,414.4022585824132,42200.68721706048,88.63203463203463
1652865352,2000,,Aggregated,4.900000,4.800000,5200,6400,6800,7500,9400,14000,16000,18000,44000,44000,44000,928,926,5200.0,5396.731580632682,414.4022585824132,44457.83226704225,92.75754310344827
1652865353,2000,,Aggregated,4.900000,4.800000,5200,6400,6800,7500,9400,14000,16000,18000,44000,44000,44000,928,926,5200.0,5396.731580632682,414.4022585824132,44457.83226704225,92.75754310344827
1652865354,2000,,Aggregated,4.900000,4.800000,5200,6400,6800,7500,9400,14000,16000,18000,44000,44000,44000,928,926,5200.0,5396.731580632682,414.4022585824132,44457.83226704225,92.75754310344827
1652865355,2000,,Aggregated,3.200000,3.000000,5200,6400,6800,7500,9400,14000,16000,18000,44000,44000,44000,930,928,5200.0,5407.112694759002,414.4022585824132,44457.83226704225,92.55806451612904
1652865356,2000,,Aggregated,0.900000,0.700000,5200,6400,6800,7500,9400,14000,17000,18000,44000,44000,44000,933,930,5200.0,5456.22811412852,414.4022585824132,44457.83226704225,97.81136120042872
1652865357,2000,,Aggregated,0.900000,0.700000,5200,6400,6800,7500,10000,14000,17000,18000,44000,44000,44000,935,932,5200.0,5466.163981979822,414.4022585824132,44457.83226704225,97.60213903743316
1652865358,2000,,Aggregated,1.000000,0.800000,5300,6400,7000,7500,10000,15000,18000,25000,52000,52000,52000,940,933,5200.0,5666.826379920376,414.4022585824132,51748.08645155281,117.00638297872341
1652865359,2000,,Aggregated,1.400000,1.100000,5300,6500,7200,7600,11000,15000,18000,42000,53000,53000,53000,947,936,5300.0,5878.0657227348765,414.4022585824132,52535.60153907165,136.96937697993664
1652865360,2000,,Aggregated,1.600000,1.100000,5300,6500,7300,7600,13000,15000,22000,52000,54000,54000,54000,953,938,5300.0,6085.827948071614,414.4022585824132,53946.26816129312,157.84889821615948
1652865361,2000,,Aggregated,2.100000,1.300000,5300,6500,7300,7600,13000,15000,25000,52000,54000,54000,54000,955,938,5300.0,6184.24017000017,414.4022585824132,53946.26816129312,168.36858638743456
1652865362,2000,,Aggregated,2.700000,1.500000,5300,6500,7300,7600,14000,15000,42000,53000,55000,55000,55000,959,938,5300.0,6382.217448591269,414.4022585824132,54853.506329935044,189.27632950990616
1652865363,2000,,Aggregated,3.000000,1.500000,5400,6500,7300,7600,14000,16000,52000,53000,55000,55000,55000,965,938,5400.0,6673.1522469636575,414.4022585824132,54853.506329935044,218.24455958549223
1652865364,2000,,Aggregated,3.100000,1.300000,5400,6500,7400,7600,14000,18000,53000,53000,55000,55000,55000,976,938,5400.0,7190.908774806065,414.4022585824132,54853.506329935044,269.06454918032784
1652865365,2000,,Aggregated,3.400000,1.200000,5400,6600,7500,7700,15000,49000,53000,53000,55000,55000,55000,995,938,5400.0,8001.478664865296,414.4022585824132,54853.506329935044,355.8391959798995
1652865366,2000,,Aggregated,4.100000,1.200000,5600,6700,7600,8600,27000,53000,60000,60000,60000,60000,60000,1043,939,5600.0,10234.761002912406,414.4022585824132,60031.14216495305,556.6644295302013
1652865367,2000,,Aggregated,5.500000,1.000000,5800,7500,9400,14000,55000,60000,61000,61000,61000,61000,61000,1120,940,5800.0,13620.602117650144,414.4022585824132,61011.667509097606,846.7901785714286
1652865368,2000,,Aggregated,7.900000,0.900000,6300,7600,14000,17000,60000,61000,61000,62000,62000,62000,62000,1157,941,6300.0,15078.786500754975,414.4022585824132,61978.930360171944,968.8340535868625
1652865369,2000,,Aggregated,14.100000,0.700000,6300,7700,14000,48000,60000,61000,62000,62000,63000,63000,63000,1196,941,6300.0,16610.95162772108,414.4022585824132,62850.29404005036,1095.3461538461538
1652865370,2000,,Aggregated,20.200000,0.700000,6500,8500,44000,54000,61000,62000,63000,63000,63000,63000,63000,1260,942,6500.0,18872.351586187466,414.4022585824132,62952.1056599915,1281.3357142857142
1652865371,2000,,Aggregated,23.000000,0.600000,6600,14000,53000,60000,62000,63000,63000,63000,64000,64000,64000,1334,943,6600.0,21268.401496511684,414.4022585824132,64379.649084061384,1475.8185907046477
1652865372,2000,,Aggregated,27.000000,0.500000,6800,16000,60000,61000,62000,63000,63000,64000,65000,65000,65000,1400,943,6800.0,23217.787904116725,414.4022585824132,64888.26077617705,1634.8085714285714
1652865373,2000,,Aggregated,34.300000,0.400000,7500,53000,61000,62000,63000,63000,64000,64000,65000,65000,65000,1491,943,7500.0,25607.97446254186,414.4022585824132,64888.26077617705,1830.4929577464789
1652865374,2000,,Aggregated,40.800000,0.500000,7700,59000,61000,62000,63000,63000,64000,64000,65000,65000,65000,1568,945,7600.0,27312.9074492617,414.4022585824132,64888.26077617705,1972.5063775510205
1652865375,2000,,Aggregated,48.800000,0.500000,8400,60000,62000,62000,63000,63000,64000,64000,67000,67000,67000,1620,946,8400.0,28388.79063387549,414.4022585824132,66993.51753806695,2061.2092592592594
1652865376,2000,,Aggregated,55.800000,0.700000,13000,60000,62000,62000,63000,63000,64000,65000,70000,70000,70000,1741,947,13000.0,30654.9576335527,414.4022585824132,69602.09796112031,2252.7047673750717
1652865377,2000,,Aggregated,62.700000,0.800000,15000,60000,62000,62000,63000,64000,65000,66000,70000,71000,71000,1850,949,15000.0,32319.862229939587,414.4022585824132,70850.39399797097,2400.7545945945944
1652865378,2000,,Aggregated,65.900000,0.900000,47000,61000,62000,62000,63000,65000,70000,71000,71000,72000,72000,1953,960,47000.0,33771.872588943814,414.4022585824132,71746.79832393304,2502.8694316436254
1652865379,2000,,Aggregated,72.800000,0.900000,53000,61000,62000,62000,63000,65000,70000,71000,73000,73000,73000,2048,971,53000.0,34732.52247619552,414.4022585824132,72875.57196989655,2585.142578125
1652865380,2000,,Aggregated,76.400000,1.200000,55000,61000,62000,62000,64000,66000,71000,71000,73000,74000,74000,2114,977,55000.0,35408.5217921564,414.4022585824132,73976.92840313539,2643.453169347209
1652865381,2000,,Aggregated,83.600000,2.500000,55000,61000,62000,63000,64000,70000,71000,72000,74000,74000,74000,2192,986,55000.0,36185.69411689043,414.4022585824132,73976.92840313539,2701.5488138686133
1652865382,2000,,Aggregated,85.500000,3.100000,55000,61000,62000,62000,64000,70000,72000,72000,74000,74000,74000,2278,1000,55000.0,36690.44972382444,414.4022585824132,74251.84043729678,2752.7985074626868
1652865383,2000,,Aggregated,84.300000,3.600000,55000,61000,62000,63000,65000,71000,72000,73000,74000,74000,74000,2358,1008,55000.0,37673.03773028889,414.4022585824132,74251.84043729678,2807.4448685326547
1652865384,2000,,Aggregated,86.700000,4.900000,55000,61000,62000,63000,66000,71000,72000,73000,74000,76000,76000,2444,1020,55000.0,38153.37546818746,414.4022585824132,75513.13080685213,2855.319558101473
1652865385,2000,,Aggregated,86.800000,6.200000,55000,61000,62000,63000,70000,71000,72000,73000,74000,76000,76000,2507,1026,55000.0,38772.59669481433,414.4022585824132,76044.04065711424,2894.1986437973674
1652865386,2000,,Aggregated,87.700000,6.800000,55000,61000,63000,63000,70000,72000,73000,74000,75000,76000,76000,2578,1031,55000.0,39553.82981586513,414.4022585824132,76044.04065711424,2939.0
1652865387,2000,,Aggregated,84.700000,7.600000,55000,62000,63000,63000,71000,72000,73000,74000,76000,76000,76000,2598,1039,55000.0,39627.26822827015,414.4022585824132,76044.04065711424,2938.7690531177827
1652865388,2000,,Aggregated,87.500000,8.100000,55000,62000,63000,63000,71000,72000,73000,74000,81000,81000,81000,2633,1052,55000.0,39783.77379836819,414.4022585824132,81073.02213413641,2940.381693885302
1652865389,2000,,Aggregated,78.400000,8.800000,55000,62000,63000,63000,71000,72000,74000,81000,81000,81000,81000,2662,1061,55000.0,39990.2654787304,414.4022585824132,81378.41155519709,2944.6495116453793
1652865390,2000,,Aggregated,70.200000,9.100000,55000,62000,63000,63000,71000,72000,74000,81000,81000,81000,81000,2680,1074,55000.0,39901.4400279191,414.4022585824132,81378.41155519709,2934.2078358208955
1652865391,2000,,Aggregated,64.400000,8.800000,55000,62000,63000,64000,72000,74000,82000,83000,83000,83000,83000,2768,1082,55000.0,41037.74024188907,414.4022585824132,83071.17310818285,2980.968930635838
1652865392,2000,,Aggregated,59.000000,9.000000,56000,62000,63000,65000,72000,82000,83000,83000,84000,86000,86000,2847,1084,56000.0,42098.67542000824,414.4022585824132,85722.94663917273,3028.7154899894626
1652865393,2000,,Aggregated,57.900000,9.800000,56000,62000,63000,68000,73000,83000,83000,84000,84000,86000,86000,2920,1092,56000.0,42857.268936612614,414.4022585824132,85722.94663917273,3061.718493150685
1652865394,2000,,Aggregated,57.100000,9.100000,56000,62000,64000,70000,74000,83000,83000,84000,84000,86000,86000,2953,1098,56000.0,43142.28355799693,47.899856232106686,85722.94663917273,3071.869962749746
1652865395,2000,,Aggregated,57.000000,8.500000,56000,62000,64000,70000,74000,83000,84000,84000,85000,86000,86000,2986,1108,56000.0,43335.15343290364,47.899856232106686,85722.94663917273,3075.5616208975216
1652865396,2000,,Aggregated,51.900000,8.200000,56000,62000,64000,70000,74000,83000,84000,84000,85000,86000,86000,3013,1124,56000.0,43245.86591468837,47.899856232106686,85722.94663917273,3066.172917358115
1652865397,2000,,Aggregated,51.400000,8.100000,56000,62000,64000,70000,74000,83000,84000,84000,85000,86000,86000,3044,1144,56000.0,43127.76468000868,47.899856232106686,85722.94663917273,3052.537779237845
1652865398,2000,,Aggregated,45.100000,8.500000,56000,62000,64000,70000,81000,83000,84000,84000,86000,87000,87000,3092,1159,56000.0,43376.21451885886,47.899856232106686,86574.16109414771,3056.7141009055626
1652865399,2000,,Aggregated,44.100000,9.800000,56000,62000,64000,70000,81000,83000,84000,84000,86000,87000,87000,3119,1178,56000.0,43228.72161345283,47.899856232106686,86574.16109414771,3042.791279256172
1652865400,2000,,Aggregated,45.400000,10.800000,56000,62000,64000,70000,81000,83000,84000,84000,92000,93000,93000,3138,1189,56000.0,43192.04296711651,47.899856232106686,92654.74353823811,3037.397705544933
1652865401,2000,,Aggregated,45.800000,11.700000,56000,62000,64000,70000,81000,83000,84000,84000,92000,93000,93000,3158,1199,56000.0,43132.331217737905,47.899856232106686,93030.16091510653,3033.5782140595315
1652865402,2000,,Aggregated,46.300000,12.000000,56000,62000,64000,70000,81000,83000,84000,85000,93000,94000,94000,3186,1219,56000.0,42991.05590113057,47.899856232106686,93544.99114304781,3019.1591337099812
1652865403,2000,,Aggregated,42.800000,11.900000,55000,62000,64000,70000,81000,83000,84000,85000,93000,94000,94000,3201,1230,55000.0,42917.334649886805,47.899856232106686,93732.19848796725,3011.241174632927
1652865404,2000,,Aggregated,36.000000,12.100000,55000,62000,64000,70000,81000,83000,84000,85000,94000,94000,94000,3216,1240,55000.0,42852.183476138314,47.899856232106686,94072.8462068364,3004.3880597014927
1652865405,2000,,Aggregated,30.400000,13.300000,55000,62000,64000,70000,81000,83000,84000,85000,94000,94000,94000,3232,1251,55000.0,42768.269144853395,47.899856232106686,94268.2193419896,2997.356126237624
1652865406,2000,,Aggregated,28.400000,13.900000,55000,62000,64000,70000,81000,83000,84000,85000,94000,94000,94000,3239,1255,55000.0,42740.81320501442,47.899856232106686,94268.2193419896,2995.4374807039208
1652865407,2000,,Aggregated,25.200000,14.300000,55000,62000,64000,70000,81000,83000,84000,85000,94000,94000,94000,3243,1257,55000.0,42723.57044889691,47.899856232106686,94268.2193419896,2994.663274745606
1652865408,2000,,Aggregated,24.000000,13.800000,55000,62000,64000,70000,81000,83000,84000,85000,94000,96000,96000,3257,1265,55000.0,42694.65064744428,47.899856232106686,96291.29525506869,2991.402210623273
1652865409,2000,,Aggregated,24.000000,13.800000,55000,62000,64000,70000,81000,83000,84000,85000,94000,96000,96000,3261,1268,55000.0,42667.16196864942,47.899856232106686,96291.29525506869,2989.015639374425
1652865410,2000,,Aggregated,19.000000,11.000000,55000,62000,64000,70000,81000,83000,84000,85000,94000,96000,96000,3270,1269,55000.0,42675.864479368334,47.899856232106686,96291.29525506869,2992.6146788990827
1652865411,2000,,Aggregated,14.900000,9.700000,55000,62000,64000,70000,81000,83000,84000,85000,94000,96000,96000,3283,1274,55000.0,42641.226775034986,47.899856232106686,96291.29525506869,2992.813585135547
1652865412,2000,,Aggregated,13.800000,8.600000,55000,62000,64000,70000,81000,83000,84000,85000,94000,96000,96000,3296,1281,55000.0,42584.67887152499,47.899856232106686,96291.29525506869,2989.8695388349515
1652865413,2000,,Aggregated,12.700000,7.600000,55000,62000,64000,70000,81000,83000,84000,85000,94000,96000,96000,3307,1285,55000.0,42558.96363532649,47.899856232106686,96291.29525506869,2990.6223162987603
1652865414,2000,,Aggregated,12.500000,7.200000,55000,62000,63000,70000,81000,83000,84000,85000,94000,96000,96000,3315,1288,55000.0,42537.0141268616,47.899856232106686,96291.29525506869,2990.950226244344
1652865415,2000,,Aggregated,10.800000,6.000000,55000,62000,63000,70000,81000,83000,84000,85000,94000,96000,96000,3331,1292,55000.0,42509.70794347728,47.899856232106686,96291.29525506869,2994.0486340438306
1652865416,2000,,Aggregated,10.200000,5.300000,55000,62000,63000,70000,77000,83000,84000,85000,94000,96000,96000,3344,1297,55000.0,42475.50399551282,47.899856232106686,96291.29525506869,2994.2081339712918
1652865417,2000,,Aggregated,9.800000,4.500000,55000,62000,63000,69000,76000,83000,84000,85000,94000,96000,96000,3363,1300,55000.0,42485.525071552074,47.899856232106686,96291.29525506869,2999.92685102587
1652865418,2000,,Aggregated,10.000000,4.300000,55000,62000,63000,68000,76000,83000,84000,85000,94000,96000,96000,3418,1304,55000.0,42570.87016264201,47.899856232106686,96291.29525506869,3023.7674078408427
1652865419,2000,,Aggregated,11.000000,4.200000,54000,62000,63000,67000,74000,83000,84000,85000,94000,96000,96000,3493,1305,54000.0,42741.72901421964,47.899856232106686,96291.29525506869,3061.7784139707987
1652865420,2000,,Aggregated,12.300000,4.000000,54000,62000,63000,67000,74000,83000,84000,85000,94000,96000,96000,3542,1306,54000.0,42836.92279391645,47.899856232106686,96291.29525506869,3085.4345002823266
1652865421,2000,,Aggregated,19.900000,3.600000,54000,62000,63000,66000,74000,83000,84000,85000,94000,96000,96000,3624,1306,54000.0,43006.05144823012,47.899856232106686,96291.29525506869,3125.2011589403974
1652865422,2000,,Aggregated,24.700000,3.600000,54000,61000,63000,65000,74000,83000,84000,85000,94000,96000,96000,3681,1308,54000.0,43097.511061234094,47.899856232106686,96291.29525506869,3148.7992393371364
1652865423,2000,,Aggregated,28.900000,3.500000,53000,61000,63000,64000,73000,83000,84000,85000,94000,96000,96000,3780,1308,53000.0,43272.79825065811,47.899856232106686,96291.29525506869,3193.1050264550263
1652865424,2000,,Aggregated,35.800000,3.200000,53000,61000,63000,64000,73000,83000,84000,85000,94000,96000,96000,3841,1308,53000.0,43370.23679635327,47.899856232106686,96291.29525506869,3219.478260869565
1652865425,2000,,Aggregated,42.700000,2.500000,52000,61000,63000,64000,73000,83000,84000,85000,94000,96000,96000,3937,1312,52000.0,43471.13069095032,47.899856232106686,96291.29525506869,3254.1874523749048
1652865426,2000,,Aggregated,50.100000,2.100000,52000,60000,63000,64000,73000,83000,84000,84000,94000,96000,96000,4019,1313,52000.0,43575.52359633832,47.899856232106686,96291.29525506869,3286.08360288629
1652865427,2000,,Aggregated,55.100000,1.800000,52000,60000,63000,64000,73000,83000,84000,84000,94000,96000,96000,4072,1314,52000.0,43632.91738148643,47.899856232106686,96291.29525506869,3305.143664047151
1652865428,2000,,Aggregated,63.600000,1.800000,52000,60000,62000,64000,73000,83000,84000,84000,94000,96000,96000,4121,1316,52000.0,43666.03634988039,47.899856232106686,96291.29525506869,3320.869691822373
1652865429,2000,,Aggregated,67.400000,1.500000,52000,60000,62000,63000,73000,83000,84000,84000,94000,96000,96000,4152,1318,52000.0,43675.41107897767,47.899856232106686,96291.29525506869,3329.6726878612717
1652865430,2000,,Aggregated,73.000000,1.300000,52000,60000,62000,63000,73000,83000,84000,84000,94000,96000,96000,4188,1323,52000.0,43667.03223514085,47.899856232106686,96291.29525506869,3337.0947946513847
1652865431,2000,,Aggregated,67.300000,1.300000,51000,60000,62000,63000,72000,83000,84000,84000,94000,96000,96000,4269,1326,51000.0,43739.05741913314,47.899856232106686,96291.29525506869,3362.2553291168892
1652865432,2000,,Aggregated,65.200000,1.500000,51000,59000,62000,63000,72000,83000,84000,84000,94000,96000,96000,4381,1331,51000.0,43811.33096151034,47.899856232106686,96291.29525506869,3395.2668340561518
1652865433,2000,,Aggregated,66.300000,1.700000,50000,57000,62000,63000,72000,83000,84000,84000,94000,96000,96000,4505,1337,50000.0,43882.95448106421,47.899856232106686,96291.29525506869,3429.2457269700335
1652865434,2000,,Aggregated,67.600000,1.800000,50000,57000,62000,63000,72000,83000,84000,84000,94000,96000,96000,4593,1344,50000.0,43900.050460118415,47.899856232106686,96291.29525506869,3448.8247332897886
1652865435,2000,,Aggregated,70.200000,2.500000,50000,56000,62000,63000,72000,83000,84000,84000,94000,96000,96000,4639,1350,50000.0,43898.22659992627,47.899856232106686,96291.29525506869,3456.7611554214272
1652865436,2000,,Aggregated,73.200000,3.100000,50000,56000,62000,63000,72000,83000,84000,84000,94000,96000,96000,4684,1353,50000.0,43911.54849298904,47.899856232106686,96291.29525506869,3467.1421861656704
1652865437,2000,,Aggregated,74.800000,3.900000,50000,56000,62000,63000,72000,83000,84000,84000,94000,96000,96000,4741,1375,50000.0,43786.27502909054,47.899856232106686,96291.29525506869,3461.3870491457496
1652865438,2000,,Aggregated,68.000000,3.800000,50000,55000,62000,63000,72000,83000,84000,84000,94000,96000,96000,4806,1393,50000.0,43694.46556249254,47.899856232106686,96291.29525506869,3462.3064918851437
1652865439,2000,,Aggregated,68.400000,5.000000,50000,55000,62000,63000,72000,82000,84000,84000,94000,96000,96000,4878,1404,50000.0,43670.96700917583,47.899856232106686,96291.29525506869,3471.988519885199
1652865440,2000,,Aggregated,66.100000,6.900000,50000,55000,62000,63000,72000,82000,84000,84000,94000,96000,96000,4960,1414,50000.0,43668.27044709771,47.899856232106686,96291.29525506869,3485.1663306451615
1652865441,2000,,Aggregated,69.900000,7.900000,50000,55000,61000,63000,72000,82000,84000,84000,94000,96000,96000,5001,1420,50000.0,43663.9321173844,47.899856232106686,96291.29525506869,3490.7018596280745
1652865442,2000,,Aggregated,74.700000,8.600000,50000,55000,61000,63000,72000,82000,84000,84000,94000,96000,96000,5054,1433,50000.0,43619.230110703866,47.899856232106686,96291.29525506869,3492.57439651761
1652865443,2000,,Aggregated,76.100000,9.700000,50000,55000,61000,63000,72000,82000,84000,84000,94000,96000,96000,5098,1442,50000.0,43592.73498669957,47.899856232106686,96291.29525506869,3496.037857983523
1652865444,2000,,Aggregated,69.600000,9.700000,50000,55000,61000,62000,72000,82000,84000,84000,94000,96000,96000,5136,1453,50000.0,43564.4362964141,47.899856232106686,96291.29525506869,3495.483644859813
